    ID                   X                   Y           Curve
     5      181.0003420262   -31042.2167968750   Abstrom_Nodes
     5      181.0008551271   -31042.3339843750   Abstrom_Nodes
     5      181.0021152557   -31042.3964843750   Abstrom_Nodes
     5      181.0057809644   -31042.5761718750   Abstrom_Nodes
     5      181.0152956492   -31042.7050781250   Abstrom_Nodes
     5      181.0427661019   -31042.3574218750   Abstrom_Nodes
     5      181.1166506338   -31041.0917968750   Abstrom_Nodes
     5      181.3254692185   -31039.4511718750   Abstrom_Nodes
     5      181.7929119694   -31037.6484375000   Abstrom_Nodes
     5      182.8547844517   -31035.4218750000   Abstrom_Nodes
     5      185.2253598797   -31034.0742187500   Abstrom_Nodes
     5      190.4871902096   -31036.2304687500   Abstrom_Nodes
     5      201.6138648617   -31042.5585937500   Abstrom_Nodes
     5      211.9999999630   -31045.8320312500   Abstrom_Nodes
     5      212.0000001750   -26423.7695312500   Abstrom_Nodes
     5      212.0000068366   -31045.1250000000   Abstrom_Nodes
     5      212.0000134982   -31045.6953125000   Abstrom_Nodes
     5      212.0000674380   -31044.2734375000   Abstrom_Nodes
     5      212.0002346688   -31044.3125000000   Abstrom_Nodes
     5      212.0006224824   -31044.5175781250   Abstrom_Nodes
     5      212.0014285961   -31044.7226562500   Abstrom_Nodes
     5      212.0034845803   -31045.1250000000   Abstrom_Nodes
     5      212.0088238000   -31045.8046875000   Abstrom_Nodes
     5      212.0238181019   -31046.2343750000   Abstrom_Nodes
     5      212.0597428308   -31044.6054687500   Abstrom_Nodes
     5      212.1444104688   -31042.0234375000   Abstrom_Nodes
     5      212.3245758192   -31039.3281250000   Abstrom_Nodes
     5      212.7121028976   -31035.6054687500   Abstrom_Nodes
     5      213.5424581842   -31029.8300781250   Abstrom_Nodes
     5      215.2796471195   -31021.4550781250   Abstrom_Nodes
     5      218.7900748329   -31010.9785156250   Abstrom_Nodes
     5      225.7197675781   -30997.2343750000   Abstrom_Nodes
     5      239.0041332321   -30977.4277343750   Abstrom_Nodes
     5      243.0000000076   -30979.1992187500   Abstrom_Nodes
     5      243.0000002506   -30329.9921875000   Abstrom_Nodes
     5      243.0000137432   -30981.3378906250   Abstrom_Nodes
     5      243.0000272358   -30981.8574218750   Abstrom_Nodes
     5      243.0001415111   -30981.4277343750   Abstrom_Nodes
     5      243.0005158213   -30981.3906250000   Abstrom_Nodes
     5      243.0013422413   -30981.3847656250   Abstrom_Nodes
     5      243.0031905284   -30981.3769531250   Abstrom_Nodes
     5      243.0092480339   -30981.3554687500   Abstrom_Nodes
     5      243.0229150995   -30981.2949218750   Abstrom_Nodes
     5      243.0651672191   -30981.1015625000   Abstrom_Nodes
     5      243.1732989408   -30980.7539062500   Abstrom_Nodes
     5      243.4336699105   -30980.2089843750   Abstrom_Nodes
     5      244.0109988309   -30979.2636718750   Abstrom_Nodes
     5      245.3221682168   -30977.3242187500   Abstrom_Nodes
     5      248.2138625241   -30973.6132812500   Abstrom_Nodes
     5      254.4472313977   -30966.5507812500   Abstrom_Nodes
     5      267.3399735547   -30953.9628906250   Abstrom_Nodes
     5      273.0000001050   -30952.9140625000   Abstrom_Nodes
     5      273.0000003780   -30730.8046875000   Abstrom_Nodes
     5      273.0000845851   -30954.7949218750   Abstrom_Nodes
     5      273.0001687922   -30954.7871093750   Abstrom_Nodes
     5      273.0006927281   -30954.8085937500   Abstrom_Nodes
     5      273.0024180631   -30954.7949218750   Abstrom_Nodes
     5      273.0059853343   -30954.7871093750   Abstrom_Nodes
     5      273.0162150746   -30954.7656250000   Abstrom_Nodes
     5      273.0486337987   -30954.7050781250   Abstrom_Nodes
     5      273.1465795336   -30954.5585937500   Abstrom_Nodes
     5      273.4569952784   -30954.2070312500   Abstrom_Nodes
     5      274.3394787011   -30953.3730468750   Abstrom_Nodes
     5      276.7556681333   -30951.4179687500   Abstrom_Nodes
     5      282.8154573140   -30947.8085937500   Abstrom_Nodes
     5      297.6003999410   -30942.3886718750   Abstrom_Nodes
     5      304.0000004468   -30942.6464843750   Abstrom_Nodes
     5      304.0000007508   -30730.6855468750   Abstrom_Nodes
     5      304.0000694072   -30943.2480468750   Abstrom_Nodes
     5      304.0001380636   -30943.2402343750   Abstrom_Nodes
     5      304.0006503469   -30943.2421875000   Abstrom_Nodes
     5      304.0023176314   -30943.2441406250   Abstrom_Nodes
     5      304.0056543052   -30943.2363281250   Abstrom_Nodes
     5      304.0137765575   -30943.2207031250   Abstrom_Nodes
     5      304.0367639475   -30943.1718750000   Abstrom_Nodes
     5      304.0993908756   -30943.0507812500   Abstrom_Nodes
     5      304.2896063887   -30942.7558593750   Abstrom_Nodes
     5      304.8153218590   -30942.1308593750   Abstrom_Nodes
     5      306.3276739679   -30940.6191406250   Abstrom_Nodes
     5      310.2662549578   -30937.6855468750   Abstrom_Nodes
     5      319.8726173006   -30932.8515625000   Abstrom_Nodes
     5      334.0000005327   -30917.6015625000   Abstrom_Nodes
     5      334.0000008667   -30680.6406250000   Abstrom_Nodes
     5      334.0001748748   -30930.7128906250   Abstrom_Nodes
     5      334.0003488829   -30930.6347656250   Abstrom_Nodes
     5      334.0014039489   -30930.7070312500   Abstrom_Nodes
     5      334.0048011301   -30930.6972656250   Abstrom_Nodes
     5      334.0116568894   -30930.6894531250   Abstrom_Nodes
     5      334.0304489859   -30930.6582031250   Abstrom_Nodes
     5      334.0911447645   -30930.5781250000   Abstrom_Nodes
     5      334.2705649377   -30930.4316406250   Abstrom_Nodes
     5      334.8755551220   -30930.1093750000   Abstrom_Nodes
     5      336.6501158119   -30929.4316406250   Abstrom_Nodes
     5      341.4028294922   -30928.2382812500   Abstrom_Nodes
     5      352.0429242492   -30926.7714843750   Abstrom_Nodes
     5      365.0000003219   -30926.0644531250   Abstrom_Nodes
     5      365.0000006869   -27399.5019531250   Abstrom_Nodes
     5      365.0000708881   -30926.4511718750   Abstrom_Nodes
     5      365.0001410894   -30926.7031250000   Abstrom_Nodes
     5      365.0007329339   -30926.7207031250   Abstrom_Nodes
     5      365.0030014881   -30927.0585937500   Abstrom_Nodes
     5      365.0074150011   -30927.1386718750   Abstrom_Nodes
     5      365.0208578266   -30927.3515625000   Abstrom_Nodes
     5      365.0603273258   -30926.4453125000   Abstrom_Nodes
     5      365.1846650883   -30924.0585937500   Abstrom_Nodes
     5      365.5494301960   -30920.2265625000   Abstrom_Nodes
     5      366.5348584697   -30914.2128906250   Abstrom_Nodes
     5      369.0366849944   -30904.8457031250   Abstrom_Nodes
     5      374.9845385596   -30892.9355468750   Abstrom_Nodes
     5      388.4680085227   -30877.1367187500   Abstrom_Nodes
     5      396.0000000045   -30875.4042968750   Abstrom_Nodes
     5      396.0000004005   -33903.6562500000   Abstrom_Nodes
     5      396.0000668532   -30878.0527343750   Abstrom_Nodes
     5      396.0001333059   -30877.5800781250   Abstrom_Nodes
     5      396.0006073616   -30878.2949218750   Abstrom_Nodes
     5      396.0021953377   -30878.6015625000   Abstrom_Nodes
     5      396.0053700792   -30878.8007812500   Abstrom_Nodes
     5      396.0137481248   -30879.3457031250   Abstrom_Nodes
     5      396.0385832271   -30880.1152343750   Abstrom_Nodes
     5      396.1111159331   -30880.8574218750   Abstrom_Nodes
     5      396.3285561806   -30882.7226562500   Abstrom_Nodes
     5      396.9211842424   -30886.2128906250   Abstrom_Nodes
     5      398.4655836230   -30889.8828125000   Abstrom_Nodes
     5      402.1805081969   -30901.5957031250   Abstrom_Nodes
     5      410.5820546752   -30912.8632812500   Abstrom_Nodes
     5      424.9999995834   -30925.5117187500   Abstrom_Nodes
     5      425.0000000084   -31487.1503906250   Abstrom_Nodes
     5      425.0000228497   -30919.6855468750   Abstrom_Nodes
     5      425.0000456910   -30919.7851562500   Abstrom_Nodes
     5      425.0002003382   -30919.6992187500   Abstrom_Nodes
     5      425.0006941151   -30919.7070312500   Abstrom_Nodes
     5      425.0016746801   -30919.7109375000   Abstrom_Nodes
     5      425.0039346612   -30919.7324218750   Abstrom_Nodes
     5      425.0111659414   -30919.7949218750   Abstrom_Nodes
     5      425.0283278584   -30919.8984375000   Abstrom_Nodes
     5      425.0774375482   -30920.1464843750   Abstrom_Nodes
     5      425.1992843210   -30920.6406250000   Abstrom_Nodes
     5      425.4804528414   -30921.5859375000   Abstrom_Nodes
     5      426.1069059431   -30923.3925781250   Abstrom_Nodes
     5      427.5129774868   -30926.8300781250   Abstrom_Nodes
     5      430.5707799255   -30932.9804687500   Abstrom_Nodes
     5      437.0423442184   -30957.8183593750   Abstrom_Nodes
     5      450.2340632736   -30964.3750000000   Abstrom_Nodes
     5      455.9999991714   -30966.1289062500   Abstrom_Nodes
     5      455.9999996274   -32816.9843750000   Abstrom_Nodes
     5      456.0000320480   -30962.8925781250   Abstrom_Nodes
     5      456.0000644686   -30962.6757812500   Abstrom_Nodes
     5      456.0002566554   -30963.0371093750   Abstrom_Nodes
     5      456.0008520611   -30963.0078125000   Abstrom_Nodes
     5      456.0020154132   -30963.0546875000   Abstrom_Nodes
     5      456.0047546124   -30963.1718750000   Abstrom_Nodes
     5      456.0129747951   -30963.4609375000   Abstrom_Nodes
     5      456.0337089134   -30963.7597656250   Abstrom_Nodes
     5      456.0938325247   -30964.1621093750   Abstrom_Nodes
     5      456.2525395920   -30964.9062500000   Abstrom_Nodes
     5      456.6486168673   -30966.1464843750   Abstrom_Nodes
     5      457.5704203417   -30968.4140625000   Abstrom_Nodes
     5      459.6842592528   -30972.0878906250   Abstrom_Nodes
     5      464.4131220152   -30977.1113281250   Abstrom_Nodes
     5      474.6859730055   -30983.6035156250   Abstrom_Nodes
     5      485.9999988844   -30986.8867187500   Abstrom_Nodes
     5      485.9999993704   -30318.7460937500   Abstrom_Nodes
     5      486.0000382866   -30984.9433593750   Abstrom_Nodes
     5      486.0000772027   -30985.0449218750   Abstrom_Nodes
     5      486.0003596644   -30984.9531250000   Abstrom_Nodes
     5      486.0013119770   -30984.9570312500   Abstrom_Nodes
     5      486.0031573324   -30984.9531250000   Abstrom_Nodes
     5      486.0077290804   -30984.9472656250   Abstrom_Nodes
     5      486.0212240283   -30984.9023437500   Abstrom_Nodes
     5      486.0584802952   -30984.7265625000   Abstrom_Nodes
     5      486.1611266312   -30984.3164062500   Abstrom_Nodes
     5      486.4300311682   -30983.5605468750   Abstrom_Nodes
     5      487.0709081170   -30982.2539062500   Abstrom_Nodes
     5      488.5677214143   -30980.0000000000   Abstrom_Nodes
     5      491.9432020661   -30976.3613281250   Abstrom_Nodes
     5      499.3742566583   -30969.8281250000   Abstrom_Nodes
     5      515.2382722375   -30957.5175781250   Abstrom_Nodes
     5      516.9999992129   -30960.8105468750   Abstrom_Nodes
     5      516.9999997299   -31743.5507812500   Abstrom_Nodes
     5      517.0001064849   -30961.3281250000   Abstrom_Nodes
     5      517.0002132398   -30961.5957031250   Abstrom_Nodes
     5      517.0006807485   -30961.3320312500   Abstrom_Nodes
     5      517.0020529273   -30961.3417968750   Abstrom_Nodes
     5      517.0045583096   -30961.3574218750   Abstrom_Nodes
     5      517.0108542727   -30961.4101562500   Abstrom_Nodes
     5      517.0298222737   -30961.5292968750   Abstrom_Nodes
     5      517.0831351007   -30961.6894531250   Abstrom_Nodes
     5      517.2429167057   -30961.9785156250   Abstrom_Nodes
     5      517.6703183675   -30962.3261718750   Abstrom_Nodes
     5      518.8507356668   -30962.7832031250   Abstrom_Nodes
     5      521.6793165231   -30962.6582031250   Abstrom_Nodes
     5      528.2785849596   -30960.9355468750   Abstrom_Nodes
     5      543.3075413728   -30957.6132812500   Abstrom_Nodes
     5      546.9999985719   -30958.0878906250   Abstrom_Nodes
     5      546.9999991189   -29575.1386718750   Abstrom_Nodes
     5      547.0000302316   -30958.2968750000   Abstrom_Nodes
     5      547.0000613442   -30958.4316406250   Abstrom_Nodes
     5      547.0002764342   -30958.2851562500   Abstrom_Nodes
     5      547.0009876514   -30958.3105468750   Abstrom_Nodes
     5      547.0023483131   -30958.3164062500   Abstrom_Nodes
     5      547.0055924393   -30958.3281250000   Abstrom_Nodes
     5      547.0158511754   -30958.3125000000   Abstrom_Nodes
     5      547.0416310988   -30958.0839843750   Abstrom_Nodes
     5      547.1124015860   -30957.4843750000   Abstrom_Nodes
     5      547.2923910730   -30956.5742187500   Abstrom_Nodes
     5      547.7052794509   -30955.2226562500   Abstrom_Nodes
     5      548.6349203996   -30952.9101562500   Abstrom_Nodes
     5      550.7009983472   -30949.1660156250   Abstrom_Nodes
     5      555.1908026151   -30943.5136718750   Abstrom_Nodes
     5      564.7036619596   -30934.1601562500   Abstrom_Nodes
     5      577.9999990873   -30912.8925781250   Abstrom_Nodes
     5      577.9999996653   -31061.8750000000   Abstrom_Nodes
     5      578.0000913767   -30928.6152343750   Abstrom_Nodes
     5      578.0001830880   -30928.6347656250   Abstrom_Nodes
     5      578.0008048828   -30928.6035156250   Abstrom_Nodes
     5      578.0028905196   -30928.6152343750   Abstrom_Nodes
     5      578.0069769889   -30928.6152343750   Abstrom_Nodes
     5      578.0176473780   -30928.6171875000   Abstrom_Nodes
     5      578.0478233097   -30928.6152343750   Abstrom_Nodes
     5      578.1337411178   -30928.5839843750   Abstrom_Nodes
     5      578.3961717857   -30928.4238281250   Abstrom_Nodes
     5      579.0960281862   -30927.9062500000   Abstrom_Nodes
     5      580.9749512447   -30926.4472656250   Abstrom_Nodes
     5      585.5267734302   -30922.9453125000   Abstrom_Nodes
     5      596.2368249668   -30915.3945312500   Abstrom_Nodes
     5      608.9999990238   -30908.8769531250   Abstrom_Nodes
     5      608.9999996328   -26445.0546875000   Abstrom_Nodes
     5      609.0001095999   -30911.8886718750   Abstrom_Nodes
     5      609.0002195669   -30911.7031250000   Abstrom_Nodes
     5      609.0010100608   -30912.3886718750   Abstrom_Nodes
     5      609.0039470457   -30912.9375000000   Abstrom_Nodes
     5      609.0096727447   -30912.9980468750   Abstrom_Nodes
     5      609.0285516274   -30913.1894531250   Abstrom_Nodes
     5      609.0831136224   -30911.2734375000   Abstrom_Nodes
     5      609.2513060984   -30907.9472656250   Abstrom_Nodes
     5      609.7438378451   -30902.4863281250   Abstrom_Nodes
     5      611.0365966675   -30894.1679687500   Abstrom_Nodes
     5      614.2246455071   -30881.8886718750   Abstrom_Nodes
     5      621.6658753273   -30866.6347656250   Abstrom_Nodes
     5      638.3882187722   -30845.6679687500   Abstrom_Nodes
     5      638.9999991772   -30853.8417968750   Abstrom_Nodes
     5      638.9999998162   -28058.0136718750   Abstrom_Nodes
     5      639.0001682381   -30854.1718750000   Abstrom_Nodes
     5      639.0003366599   -30854.1660156250   Abstrom_Nodes
     5      639.0015274424   -30854.3867187500   Abstrom_Nodes
     5      639.0057435504   -30854.6015625000   Abstrom_Nodes
     5      639.0143668068   -30854.5156250000   Abstrom_Nodes
     5      639.0404187621   -30854.1679687500   Abstrom_Nodes
     5      639.1195419685   -30852.9531250000   Abstrom_Nodes
     5      639.3550568329   -30850.9062500000   Abstrom_Nodes
     5      640.0894703375   -30847.0878906250   Abstrom_Nodes
     5      642.1066765295   -30840.9062500000   Abstrom_Nodes
     5      647.1689176069   -30832.6035156250   Abstrom_Nodes
     5      658.6779498563   -30822.7421875000   Abstrom_Nodes
     5      669.9999999510   -30818.7558593750   Abstrom_Nodes
     5      670.0000006210   -30198.7851562500   Abstrom_Nodes
     5      670.0001402220   -30821.4394531250   Abstrom_Nodes
     5      670.0002798230   -30821.3632812500   Abstrom_Nodes
     5      670.0011500848   -30821.4296875000   Abstrom_Nodes
     5      670.0040383368   -30821.4277343750   Abstrom_Nodes
     5      670.0093841657   -30821.4101562500   Abstrom_Nodes
     5      670.0230124706   -30821.3476562500   Abstrom_Nodes
     5      670.0609092714   -30821.1425781250   Abstrom_Nodes
     5      670.1640129687   -30820.6328125000   Abstrom_Nodes
     5      670.4670178594   -30819.4062500000   Abstrom_Nodes
     5      671.3104492725   -30816.7421875000   Abstrom_Nodes
     5      673.6292909683   -30811.4355468750   Abstrom_Nodes
     5      679.0814656319   -30803.5312500000   Abstrom_Nodes
     5      691.3139962257   -30791.7656250000   Abstrom_Nodes
     5      699.9999999107   -30788.5703125000   Abstrom_Nodes
     5      700.0000006107   -28681.1386718750   Abstrom_Nodes
     5      700.0000895177   -30791.2363281250   Abstrom_Nodes
     5      700.0001784246   -30791.3730468750   Abstrom_Nodes
     5      700.0007470698   -30791.2695312500   Abstrom_Nodes
     5      700.0026586410   -30791.3476562500   Abstrom_Nodes
     5      700.0063470901   -30791.3535156250   Abstrom_Nodes
     5      700.0165198949   -30791.3789062500   Abstrom_Nodes
     5      700.0461272952   -30791.0898437500   Abstrom_Nodes
     5      700.1334697512   -30790.2187500000   Abstrom_Nodes
     5      700.3882431295   -30789.0136718750   Abstrom_Nodes
     5      701.0482211020   -30787.5078125000   Abstrom_Nodes
     5      702.6819273141   -30785.2910156250   Abstrom_Nodes
     5      706.4423779157   -30783.2167968750   Abstrom_Nodes
     5      714.8568915036   -30783.1816406250   Abstrom_Nodes
     5      730.9999998715   -30786.8984375000   Abstrom_Nodes
     5      731.0000006025   -32508.1484375000   Abstrom_Nodes
     5      731.0000887289   -30785.8007812500   Abstrom_Nodes
     5      731.0001768552   -30785.9238281250   Abstrom_Nodes
     5      731.0007588732   -30785.8632812500   Abstrom_Nodes
     5      731.0027653683   -30786.0019531250   Abstrom_Nodes
     5      731.0065996499   -30786.0703125000   Abstrom_Nodes
     5      731.0176498900   -30786.3085937500   Abstrom_Nodes
     5      731.0496248315   -30786.5761718750   Abstrom_Nodes
     5      731.1471358548   -30786.9101562500   Abstrom_Nodes
     5      731.4175579260   -30787.2734375000   Abstrom_Nodes
     5      732.1095705341   -30787.5390625000   Abstrom_Nodes
     5      733.7833396505   -30787.6679687500   Abstrom_Nodes
     5      737.6357554506   -30786.3496093750   Abstrom_Nodes
     5      746.2020949434   -30781.4023437500   Abstrom_Nodes
     5      761.9999999116   -30772.1777343750   Abstrom_Nodes
     5      762.0000006736   -33804.9882812500   Abstrom_Nodes
     5      762.0001385757   -30775.6679687500   Abstrom_Nodes
     5      762.0002764778   -30775.5644531250   Abstrom_Nodes
     5      762.0011567468   -30776.0214843750   Abstrom_Nodes
     5      762.0041412938   -30776.4472656250   Abstrom_Nodes
     5      762.0097313332   -30776.6054687500   Abstrom_Nodes
     5      762.0244928314   -30777.1640625000   Abstrom_Nodes
     5      762.0660540884   -30777.8222656250   Abstrom_Nodes
     5      762.1812908998   -30778.9785156250   Abstrom_Nodes
     5      762.5261659375   -30781.3476562500   Abstrom_Nodes
     5      763.4572871676   -30785.9628906250   Abstrom_Nodes
     5      765.8112205019   -30793.2695312500   Abstrom_Nodes
     5      771.0515864840   -30800.6992187500   Abstrom_Nodes
     5      782.8019307604   -30808.7226562500   Abstrom_Nodes
     5      789.9999998560   -30809.2578125000   Abstrom_Nodes
     5      790.0000006460   -29878.3398437500   Abstrom_Nodes
     5      790.0002217507   -30807.8164062500   Abstrom_Nodes
     5      790.0004428554   -30807.8613281250   Abstrom_Nodes
     5      790.0019678812   -30807.8203125000   Abstrom_Nodes
     5      790.0071834641   -30807.8066406250   Abstrom_Nodes
     5      790.0182427651   -30807.7539062500   Abstrom_Nodes
     5      790.0514105855   -30807.5742187500   Abstrom_Nodes
     5      790.1548745407   -30807.1738281250   Abstrom_Nodes
     5      790.4627091660   -30806.5546875000   Abstrom_Nodes
     5      791.4362819566   -30805.4687500000   Abstrom_Nodes
     5      794.0309243573   -30804.0117187500   Abstrom_Nodes
     5      800.2099681272   -30803.0722656250   Abstrom_Nodes
     5      813.7628360166   -30803.3378906250   Abstrom_Nodes
     5      820.9999995603   -30803.6757812500   Abstrom_Nodes
     5      821.0000003813   -36659.6796875000   Abstrom_Nodes
     5      821.0001114670   -30803.6640625000   Abstrom_Nodes
     5      821.0002225526   -30803.9394531250   Abstrom_Nodes
     5      821.0009491692   -30804.4804687500   Abstrom_Nodes
     5      821.0035242666   -30805.9609375000   Abstrom_Nodes
     5      821.0081528294   -30806.3437500000   Abstrom_Nodes
     5      821.0209149671   -30808.1718750000   Abstrom_Nodes
     5      821.0564325889   -30809.4570312500   Abstrom_Nodes
     5      821.1567328041   -30811.0742187500   Abstrom_Nodes
     5      821.4428930645   -30815.0507812500   Abstrom_Nodes
     5      822.1918883090   -30823.8964843750   Abstrom_Nodes
     5      824.0449440246   -30840.2187500000   Abstrom_Nodes
     5      828.4057461982   -30862.6679687500   Abstrom_Nodes
     5      838.2767712837   -30893.9648437500   Abstrom_Nodes
     5      850.9999997383   -30917.7890625000   Abstrom_Nodes
     5      851.0000005893   -31007.4941406250   Abstrom_Nodes
     5      851.0001910914   -30905.7187500000   Abstrom_Nodes
     5      851.0003815935   -30905.7148437500   Abstrom_Nodes
     5      851.0016971751   -30905.7304687500   Abstrom_Nodes
     5      851.0063073765   -30905.7460937500   Abstrom_Nodes
     5      851.0150556554   -30905.7558593750   Abstrom_Nodes
     5      851.0386405018   -30905.7480468750   Abstrom_Nodes
     5      851.1090239388   -30905.6796875000   Abstrom_Nodes
     5      851.3019113344   -30905.4707031250   Abstrom_Nodes
     5      851.9155674380   -30904.9843750000   Abstrom_Nodes
     5      853.5982503098   -30904.4218750000   Abstrom_Nodes
     5      857.9515508813   -30904.0253906250   Abstrom_Nodes
